"y"	"x1"	"x2"	"x3"
"1"	135.750668949458	81.1944616037209	28.5254438751769	52.1522260154245
"2"	135.126264865392	81.1815770602042	29.7424449557542	51.6500612501561
"3"	135.811605908012	81.42546028269	29.7571793863761	50.0319764557216
"4"	136.004092123136	81.9743093838805	29.2345411425534	51.2101465957695
"5"	133.570460885674	80.0163221404846	29.7440771935384	51.3231336232264
"6"	134.490741241654	81.4875196733966	28.9288564853337	52.7129873380153
"7"	134.38565920414	80.0527675103526	27.5108773928919	51.1669341131674
"8"	135.284898664518	80.0854439579272	26.1434932292756	50.6304077814866
"9"	135.588699412677	81.8465458905889	29.9830622399025	51.8739904468074
"10"	133.20402902667	79.1880770909652	26.1278432226321	52.3128359304623
"11"	136.194468584146	81.6958065154884	28.7321578263258	50.1755326969389
"12"	135.469788854387	81.3054019098058	28.4531819398374	51.1896457458188
"13"	134.419468479162	80.5675205975694	28.0103203397963	51.9640234392606
"14"	134.083512517338	78.8428319278795	27.6913317069006	51.7927116147713
"15"	135.141607507587	81.0548831836822	29.8416887933033	51.228799509981
"16"	134.886738559523	81.0876387313361	29.1721578158661	50.9144815250765
"17"	135.480007021684	81.0883608350552	29.8622001366241	51.3692456085635
"18"	134.258780184982	79.7439473880865	28.0286400731436	50.5627751645828
"19"	134.574625566554	80.4707193414143	27.5367993229914	51.9797601895358
"20"	135.684693201682	82.0804803217016	29.3019984529969	50.8238388763701
"21"	135.962628080658	81.2773047936307	29.337029418583	50.7674498863852
"22"	135.276483367084	81.2572801837583	28.9397747826843	51.1760732210232
"23"	133.825694251323	80.1619032201758	28.0874102395107	52.4206285024395
"24"	135.830131789227	81.4556055306537	30.2550887335305	48.9980061806666
"25"	135.50057435852	81.0782337595475	29.2412850044953	50.5852689146894
"26"	134.636528257931	80.9274609249229	28.7034569114173	50.5728185814821
"27"	135.727603553058	81.0057260762843	29.1349536577916	50.5798451476261
"28"	134.543016827199	79.7093625041809	28.1653419656357	50.8108621676027
"29"	135.447486152887	81.9281090806854	30.2444332716464	51.8543331131851
"30"	133.994812265738	79.8894369108689	28.256429583608	51.0606861918109
"31"	135.177296831153	81.9962995967497	29.4351323894658	51.2664990351547
"32"	134.17476876296	79.902967175601	28.4072315192373	50.2935751105403
"33"	137.109096873845	83.0659050044527	29.4182193219085	49.5365201600312
"34"	134.346997580041	80.3663236403939	27.4234934276645	51.5325399256841
"35"	135.643724458895	81.085414798157	29.4413262549684	51.1094895406959
"36"	134.756213402558	81.3931319191212	29.6016128620339	52.0165270576464
"37"	135.37327051014	81.2690557866676	28.6628865830227	50.8458002573323
"38"	135.758147988202	82.3446410240394	30.5142341255599	50.5299474670221
"39"	135.331879297506	81.5328157330728	29.7960063811909	51.1689695633811
"40"	134.424832299548	80.1055053525386	27.9614227398407	52.6048033440323
"41"	133.957389385957	80.2311743474758	28.5124493572189	52.539503477593
"42"	135.865109430727	81.6512292490777	28.3840994274013	51.5517196473042
"43"	136.881750135772	84.0294726478396	30.2795980846569	48.6549508386444
"44"	132.239381196617	78.2995526830229	26.742204207144	52.0072812881539
"45"	135.345133454416	80.8913268671697	29.0048864817329	51.5685658045052
"46"	134.869923050207	81.1976505908336	29.1819021221778	51.5342389015818
"47"	134.943517625003	80.8833178246696	29.3956372142	50.7787988640377
"48"	135.29228004928	81.3901293696868	28.2578193173155	51.2237057613602
"49"	134.456889676013	80.8136397955009	29.0283091819324	50.6342460248339
"50"	134.052357502077	80.8851436876135	29.1194042668718	51.4495524243726
"51"	134.576717125025	79.675422824771	27.9934647790689	50.9485343126034
"52"	134.818800870033	81.0812086692039	27.9448293177017	49.6241244573822
"53"	135.753254786886	81.9107955822491	28.7527456264671	51.5371270072097
"54"	136.460813649202	81.7370664023134	28.5734669762505	50.4298139398225
"55"	134.460633996111	81.0878939940339	29.6178593260698	50.5969620768886
"56"	133.811174982051	80.2611865428624	28.4632128960675	51.8184987437123
"57"	134.187922237955	80.6327883493805	28.8485199525819	51.219517456798
"58"	132.642632574719	79.9158318103175	28.1616099826391	51.4831808376818
"59"	135.173487359687	81.7371814729695	30.2371001124155	52.523844317564
"60"	134.204694777368	79.9632453417109	28.6178825208561	51.2933717885956
"61"	136.402697462178	81.4177761478148	29.1060601173494	50.308812626381
"62"	135.505857239015	82.2203413995857	30.9709891797216	50.1486507230434
"63"	134.58065837815	80.0602909301166	27.7638979847537	51.2276055588648
"64"	133.813708555988	80.2495476985603	27.8612292650805	51.5328218519616
"65"	134.912131940783	81.2766241810626	28.4763197074744	51.6322647897358
"66"	134.209510696824	80.3967641965445	29.5723489263876	49.9639225682586
